Title, Price ,Village,Kaza,Summary,Area,Furnished?,Floor Number,Details,Website
"Apartment in Beit Mery, Metn with a Breathtaking View","$350,000 ",Beit Mery, Metn,Bedroom(s): 2 | Bathroom(s): 4,200 SQM,Unfurnished,6,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room, Elevator, Fireplace, Storage room",https://olx.com.lb/ad/apartment-in-beit-mery-metn-with-a-breathtaking-view-ID114653776.html
"Apartment in Beit Mery, Metn with Breathtaking Mountain View","$330,000 ",Beit Mery, Metn,Bedroom(s): 2 | Bathroom(s): 3,190 SQM,Unfurnished,1,"This property contains: Balcony, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/apartment-in-beit-mery-metn-with-breathtaking-mountain-view-ID114556158.html
"Duplex in Beit Mery, Metn with Panoramic Mountain View","$680,000 ",Beit Mery, Metn,Bedroom(s): 4 | Bathroom(s): 6,420 SQM,Unfurnished,3,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/duplex-in-beit-mery-metn-with-panoramic-mountain-view-ID114556142.html
"Prime Location Apartment in Achrafieh, Beirut with City View","$600,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 4,217 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/prime-location-apartment-in-achrafieh-beirut-with-city-view-ID114556092.html
Prime Location Apartment in Achrafieh with City and Mountain View,"$760,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 5,235 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room, Security",https://olx.com.lb/ad/prime-location-apartment-in-achrafieh-with-city-and-mountain-view-ID114556038.html
"Fully Furnished Apartment in Baabdat, Metn with a Mountain View","$345,000 ",Baabdat, Metn,Bedroom(s): 3 | Bathroom(s): 4,185 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room, Private Garden",https://olx.com.lb/ad/fully-furnished-apartment-in-baabdat-metn-with-a-mountain-view-ID114556001.html
"Apartment in Broumana, Metn with Partial View","$150,000 ",Broummana, Metn,Bedroom(s): 2 | Bathroom(s): 3,135 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/apartment-in-broumana-metn-with-partial-view-ID114552409.html
135 SQM Apartment in Hemlaya Metn with a Full Panoramic Mountain View,"$60,000 ",Bikfaya, Metn,Bedroom(s): 3 | Bathroom(s): 2,135 SQM,Unfurnished,2,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room",https://olx.com.lb/ad/135-sqm-apartment-in-hemlaya-metn-with-a-full-panoramic-mountain-view-ID114552222.html
"177 SQM Prime Location Apartment in Naccache, Metn","$165,000 ",Naccache, Metn,Bedroom(s): 3 | Bathroom(s): 3,177 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating",https://olx.com.lb/ad/177-sqm-prime-location-apartment-in-naccache-metn-ID114547568.html
Prime Location Apartment in Baabdat with a Mountain View and TERRACE,"$240,000 ",Baabdat, Metn,Bedroom(s): 3 | Bathroom(s): 4,175 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/prime-location-apartment-in-baabdat-with-a-mountain-view-and-terrace-ID114182807.html
Unbeatable 150sqm apartment deal in KARAKAS! REF#MG21366,"$300,000 ",Beirut Port, Beirut,Bedroom(s): 3 | Bathroom(s): 2,150 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/unbeatable-150sqm-apartment-deal-in-karakas-refmg21366-ID114897674.html
"Fabulous, 340sqm apartment in Louaizeh for sale! REF#BC21360","$260,000 ",Louaizeh, Baabda,Bedroom(s): 4 | Bathroom(s): 5,340 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/fabulous-340sqm-apartment-in-louaizeh-for-sale-refbc21360-ID114868540.html
Luxurious high end finishing duplex IN LOUAIZEH! REF#MH71315,"$600,000 ",Louaizeh, Baabda,Bedroom(s): 4 | Bathroom(s): 6,400 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room",https://olx.com.lb/ad/luxurious-high-end-finishing-duplex-in-louaizeh-refmh71315-ID114743773.html
A prime located spacious apartment in sin l fil for sale! REF#HH21313,"$180,000 ",Horsh Tabet, Metn,Bedroom(s): 3 | Bathroom(s): 4,185 SQM,No Data,No Data,"This property contains: Central A/C & heating, Covered Parking",https://olx.com.lb/ad/a-prime-located-spacious-apartment-in-sin-l-fil-for-sale-refhh21313-ID114743772.html
A 155sqm apartment in Achrafieh is now for 160.000$! REF#HH21312,"$160,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 3,155 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/a-155sqm-apartment-in-achrafieh-is-now-for-160000-refhh21312-ID114743732.html
An amazing deal in douar Mount Lebanon! REF#SF71314,"$75,000 ",Douar, Metn,Bedroom(s): 2 | Bathroom(s): 1,117 SQM,No Data,No Data,This property contains: Covered Parking,https://olx.com.lb/ad/an-amazing-deal-in-douar-mount-lebanon-refsf71314-ID114743720.html
A 170 m2 Apartment having an open mountain/sea view for sale Louayze,"$250,000 ",Louaizeh, Baabda,Bedroom(s): 2 | Bathroom(s): 4,170 SQM,Unfurnished,1,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Security",https://olx.com.lb/ad/a-170-m2-apartment-having-an-open-mountainsea-view-for-sale-louayze-ID111778973.html
3 bedrooms apartment + terrace for sale in Yarzeh (3 parking lots),"$270,000 ",Yarzeh, Baabda,Bedroom(s): 3 | Bathroom(s): 4,138 SQM,No Data,1,"This property contains: Balcony, Covered Parking, Private Garden",https://olx.com.lb/ad/3-bedrooms-apartment-terrace-for-sale-in-yarzeh-3-parking-lots-ID111706560.html
CHIKHAN - STAND ALONE HOUSE,"$70,000 ",Chikhane, Jbeil,Bedroom(s): 2 | Bathroom(s): 1,80 SQM,No Data,No Data,"This property contains: Covered Parking, Private Garden",https://olx.com.lb/ad/chikhan-stand-alone-house-ID114636377.html
Affordable villas in Mechref-  ????? ?????? ?????? ?? ????,"$515,000 ",Mechref, Chouf,Bedroom(s): 4 | Bathroom(s): 5,225 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Garden, Private Gym, Private Jacuzzi, Private Pool, Security, Study, Walk-in Closet",https://olx.com.lb/ad/affordable-villas-in-mechref-%D9%81%D9%8A%D9%84%D8%A7%D8%AA-%D8%A8%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D9%85%D8%B9%D9%82%D9%88%D9%84%D8%A9-%D9%81%D9%8A-%D9%85%D8%B4%D8%B1%D9%81-ID108744333.html
Ballouneh 165 sqm |120 sqm Garden,"$175,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 5,165 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Private Garden",https://olx.com.lb/ad/ballouneh-165-sqm-120-sqm-garden-ID112717021.html
185M2 Brand New “Last Unit” in Kannabet Broumana,"$230,000 ",Bsalim, Metn,Bedroom(s): 3 | Bathroom(s): 4,185 SQM,Unfurnished,2,No Data,https://olx.com.lb/ad/185m2-brand-new-last-unit-in-kannabet-broumana-ID114826885.html
"HOT DEAL (200Sq) In Achrafieh Prime, ??? ????? ?? ????????","$420,000 ",Achrafieh, Beirut,Bedroom(s): 2 | Bathroom(s): 3,195 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Pets Allowed, Security, Shared Gym, Shared Pool, Study, Walk-in Closet, Playroom",https://olx.com.lb/ad/hot-deal-200sq-in-achrafieh-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A7%D8%B4%D8%B1%D9%81%D9%8A%D8%A9-ID114793501.html
Apartment with SOLAR system in BATROUN! REF#RI51965,"$93,000 ",Batroun Town, Batroun,Bedroom(s): 3 | Bathroom(s): 3,150 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/apartment-with-solar-system-in-batroun-refri51965-ID114910095.html
Luxurious Apartment 115sqm in bdadoun - bsous !!! REF#SG71557,"$83,000 ",Other in Baabda, Baabda,Bedroom(s): 2 | Bathroom(s): 2,115 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/luxurious-apartment-115sqm-in-bdadoun-bsous-refsg71557-ID114829634.html
own this cosy apartment in forn lchebbak!! REF#ME80065,"$100,000 ",Furn Al Chebak, Beirut,Bedroom(s): 2 | Bathroom(s): 2,100 SQM,No Data,No Data,This property contains: Covered Parking,https://olx.com.lb/ad/own-this-cosy-apartment-in-forn-lchebbak-refme80065-ID114743765.html
Own two apartments at once IN AMCHIT! REF#NT71021,"$140,000 ",Aamchit, Jbeil,Bedroom(s): 3 | Bathroom(s): 4,193 SQM,No Data,No Data,"This property contains: Built in Kitchen Appliances, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/own-two-apartments-at-once-in-amchit-refnt71021-ID114652994.html
Make yourself at home!! REF#NT71020,"$99,000 ",Aamchit, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,133 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Covered Parking",https://olx.com.lb/ad/make-yourself-at-home-refnt71020-ID114652884.html
Apartment of 125 SQM  for sale in Kfaryassine REF#RS60548,"$118,000 ",Kfaryassine, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,125 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/apartment-of-125-sqm-for-sale-in-kfaryassine-refrs60548-ID114551572.html
"Deal of the week, an apartment located in Hboub area! REF#RF70423","$67,000 ",Hboub, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,94 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/deal-of-the-week-an-apartment-located-in-hboub-area-refrf70423-ID114349906.html
Check this 155 SQM apartment for sale in Halat! REF1 RS60117,"$125,000 ",Halat, Jbeil,Bedroom(s): 3 | Bathroom(s): 3,155 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/check-this-155-sqm-apartment-for-sale-in-halat-ref1-rs60117-ID114349752.html
Cosy 150sqm apartment in broummana! REF#ED20913,"$150,000 ",Broummana, Metn,Bedroom(s): 2 | Bathroom(s): 2,150 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/cosy-150sqm-apartment-in-broummana-refed20913-ID114345798.html
Spacious 470sqm apartment + sea view in Manara for Sale! REF#OM20914,"$1,800,000 ",Manara, Beirut,Bedroom(s): 4 | Bathroom(s): 6,470 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/spacious-470sqm-apartment-sea-view-in-manara-for-sale-refom20914-ID114231585.html
Prime located 160sqm apartment in Achrafieh for SALE! REF#HH20911,"$225,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 2,160 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/prime-located-160sqm-apartment-in-achrafieh-for-sale-refhh20911-ID114231423.html
270 Sqm with 90 Sqm Terrace | Duplex for sale in Bsalim,"$325,000 ",Bsalim, Metn,Bedroom(s): 3 | Bathroom(s): 5,270 SQM,Unfurnished,4,"This property contains: Balcony, Maids Room, Storage room",https://olx.com.lb/ad/270-sqm-with-90-sqm-terrace-duplex-for-sale-in-bsalim-ID114652621.html
120 Sqm |  Brand New Apartment for Sale in Bsalim,"$135,000 ",Bsalim, Metn,Bedroom(s): 2 | Bathroom(s): 2,120 SQM,Unfurnished,2,"This property contains: Balcony, Pets Allowed",https://olx.com.lb/ad/120-sqm-brand-new-apartment-for-sale-in-bsalim-ID114550897.html
115 Sqm+35 SqmTerrace| Fully decorated apartment Zalka| Mountain view,"$140,000 ",Zalka, Metn,Bedroom(s): 2 | Bathroom(s): 2,115 SQM,Unfurnished,3,This property contains: Balcony,https://olx.com.lb/ad/115-sqm35-sqmterrace-fully-decorated-apartment-zalka-mountain-view-ID114210922.html
"HOT DEAL IN AIN AL MRAISEH 300Sq PRIME, ??? ????? ?? ??? ???????","$1,450,000 ",Ain Al Mraiseh, Beirut,Bedroom(s): 3 | Bathroom(s): 5,290 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study, Walk-in Closet",https://olx.com.lb/ad/hot-deal-in-ain-al-mraiseh-290sq-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B9%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D8%B1%D9%8A%D8%B3%D9%87-ID114790632.html
"Super Catch (190Sq) In Bir Hassan Prime, ??? ????? ?? ??? ???","$290,000 ",Bir Hassan, Beirut,Bedroom(s): 3 | Bathroom(s): 4,190 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study, Walk-in Closet",https://olx.com.lb/ad/super-catch-190sq-in-bir-hassan-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A8%D9%8A%D8%B1-%D8%AD%D8%B3%D9%86-ID114665892.html
"Super Catch (190Sq) In Hamra Prime, ??? ????? ?? ??????","$350,000 ",Hamra, Beirut,Bedroom(s): 3 | Bathroom(s): 4,190 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study, Walk-in Closet, Elevator",https://olx.com.lb/ad/super-catch-190sq-in-hamra-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AD%D9%85%D8%B1%D8%A7-ID114665524.html
"Achrafieh Carre Dor 300Sq HIGHEND , ??? ????? ?? ????????","$650,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 5,275 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study, Walk-in Closet, Storage room",https://olx.com.lb/ad/carre-dor-275sq-in-achrafieh-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A7%D8%B4%D8%B1%D9%81%D9%8A%D9%87-ID114609410.html
"Super Catch (200Sq) In Caracas Prime, ??? ????? ?? ??????","$370,000 ",caracas, Beirut,Bedroom(s): 2 | Bathroom(s): 3,200 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Maids Room, Pets Allowed, Security, Study, Walk-in Closet",https://olx.com.lb/ad/super-catch-200sq-in-caracas-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%83%D8%B1%D8%A7%D9%83%D8%A7%D8%B3-ID114389317.html
"PRIME IN SURSOCK (200SQ) HIGHEND    ,??? ????? ?? ????????","$479,000 ",sursock, Beirut,Bedroom(s): 3 | Bathroom(s): 3,200 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Storage room",https://olx.com.lb/ad/prime-in-sursock-200sq-highend-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A7%D8%B4%D8%B1%D9%81%D9%8A%D8%A9-ID114343368.html
"Hot Deal (400Sq) Duplex In Monteverde , ?????? ????? ?? ???????????","$390,000 ",Monteverde, Metn,Bedroom(s): 4 | Bathroom(s): 5,400 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room, Pets Allowed, Security, Study",https://olx.com.lb/ad/hot-deal-400sq-duplex-in-monteverde-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D9%86%D8%AA%D9%8A%D9%81%D8%B1%D8%AF%D9%8A-ID114234225.html
"SUPER CATCH (Gym + Pool) In Achrafieh, ??? ????? ?? ????????","$335,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 3,180 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Pets Allowed, Security, Shared Gym, Shared Pool, Study",https://olx.com.lb/ad/super-catch-gym-pool-in-achrafieh-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A7%D8%B4%D8%B1%D9%81%D9%8A%D8%A9-ID114214693.html
"LOFT IN ACHRAFIEH PRIME (60SQ) ,??? ????? ?? ????????","$179,000 ",Achrafieh, Beirut,Bedroom(s): 1 | Bathroom(s): 2,60 SQM,Appliances only,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Pets Allowed, Security, Study",https://olx.com.lb/ad/carre-dor-loft-60sq-in-achrafieh%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A7%D8%B4%D8%B1%D9%81%D9%8A%D8%A9-ID114173932.html
"HOT DEAL (250Sq) In Achrafieh GYM&POOL, ??? ????? ?? ????????","$399,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 3,250 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Pets Allowed, Security, Shared Gym, Shared Pool, Study",https://olx.com.lb/ad/hot-deal-250sq-in-achrafieh-gympool-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D8%B4%D8%B1%D9%81%D9%8A%D8%A9-ID114142503.html
"HOT OFFER (160Sq) In Mansourieh ,??? ????? ?? ?????????","$160,000 ",Mansourieh, Metn,Bedroom(s): 3 | Bathroom(s): 4,160 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study",https://olx.com.lb/ad/hot-offer-160sq-in-mansourieh-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D8%B5%D9%88%D8%B1%D9%8A%D8%A9-ID112635703.html
"Hot Deal (310Sq) In Rabieh Prime , ??? ????? ?? ???????","$350,000 ",Rabieh, Metn,Bedroom(s): 3 | Bathroom(s): 5,310 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study",https://olx.com.lb/ad/hot-deal-310sq-in-rabieh-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D9%8A%D9%87-ID112581687.html
"Hot Deal (380Sq) In Mansourieh Prime ,??? ????? ?? ?????????","$210,000 ",Mansourieh, Metn,Bedroom(s): 3 | Bathroom(s): 4,380 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Study",https://olx.com.lb/ad/hot-deal-380sq-in-mansourieh-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D8%B5%D9%88%D8%B1%D9%8A%D8%A9-ID112455286.html
"Furnished 225Sq In Monteverde, ??? ????? ?? ???????????","$350,000 ",Monteverde, Metn,Bedroom(s): 3 | Bathroom(s): 4,225 SQM,No Data,3,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room, Pets Allowed, Private Jacuzzi, Security, Walk-in Closet",https://olx.com.lb/ad/hot-deal-225sq-furnished-in-monteverde-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D9%86%D8%AA%D9%8A%D9%81%D8%B1%D8%AF%D9%8A-ID112104031.html
"HOT DEAL Furnished (200Sq) In Yarzeh Prime, ??? ????? ?? ??????","$499,000 ",Yarzeh, Baabda,Bedroom(s): 3 | Bathroom(s): 3,200 SQM,No Data,3,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Covered Parking, Maids Room, Pets Allowed, Security",https://olx.com.lb/ad/hot-deal-furnished-200sq-in-yarzeh-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%8A%D8%B1%D8%B2%D9%87-ID111970844.html
"VILLA 500Sq In Souq El Ghareb + Garden, ???? ?? ??? ?????","$499,000 ",Souk el Gharb, Aley,Bedroom(s): 4 | Bathroom(s): 5,500 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Garden, Security",https://olx.com.lb/ad/hot-deal-500sq-in-souq-el-ghareb-%D9%81%D9%8A%D9%84%D8%A7-%D9%81%D9%8A-%D8%B3%D9%88%D9%82-%D8%A7%D9%84%D8%BA%D8%B1%D8%A8-ID110026364.html
160SQM apartment For sale in a very calm area in Bchamoun! REF#HD80342,"$130,000 ",Bchamoun, Aley,Bedroom(s): 3 | Bathroom(s): 3,160 SQM,No Data,No Data,This property contains: Covered Parking,https://olx.com.lb/ad/160sqm-apartment-for-sale-in-a-very-calm-area-in-bchamoun-refhd80342-ID114899839.html
264 Sqm | Duplex for sale in Bsalim | Mountain + Sea view,"$320,000 ",Bsalim, Metn,Bedroom(s): 3 | Bathroom(s): 3,264 SQM,Unfurnished,3,"This property contains: Balcony, Maids Room",https://olx.com.lb/ad/264-sqm-duplex-for-sale-in-bsalim-mountain-sea-view-ID114829558.html
180 Sqm + 200sqm Terrace and Garden | Baabdat,"$365,000 ",Baabdat, Metn,Bedroom(s): 3 | Bathroom(s): 4,180 SQM,Unfurnished,1,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Garden, Elevator, Storage room",https://olx.com.lb/ad/180-sqm-200sqm-terrace-and-garden-baabdat-ID114743693.html
130 Sqm | Brand New Apartment for sale in Antelias | 1st Floor,"$170,000 ",Antelias, Metn,Bedroom(s): 3 | Bathroom(s): 3,130 SQM,Unfurnished,1,This property contains: Balcony,https://olx.com.lb/ad/130-sqm-brand-new-apartment-for-sale-in-antelias-1st-floor-ID114743679.html
350 Sqm + 60 Sqm Terrace | Duplex Baabdat | Mountain view,"$390,000 ",Baabdat, Metn,Bedroom(s): 3 | Bathroom(s): 4,350 SQM,Unfurnished,3,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room, Elevator, Storage room",https://olx.com.lb/ad/350-sqm-60-sqm-terrace-duplex-baabdat-mountain-view-ID114743669.html
Fancy Furnished Apartment for Sale with Super View!,"$1,200,000 ",Mar Takla, Baabda,Bedroom(s): 4 | Bathroom(s): 6,380 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security, Walk-in Closet",https://olx.com.lb/ad/fancy-furnished-apartment-for-sale-with-super-view-ID114899813.html
200 SQM DUPLEX with MARVELOUS finishing in Blaybel! REF1 KS71023,"$120,000 ",Bsaba, Baabda,Bedroom(s): 2 | Bathroom(s): 3,200 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/200-sqm-duplex-with-marvelous-finishing-in-blaybel-ref1-ks71023-ID114654169.html
200 SQM DUPLEX with MARVELOUS finishing inside out! REF#KS71023,"$120,000 ",Blaybel, Baabda,Bedroom(s): 3 | Bathroom(s): 3,200 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Storage room",https://olx.com.lb/ad/200-sqm-duplex-with-marvelous-finishing-inside-out-refks71023-ID114653323.html
R957 Gorgeous Apartment For Sale in Sakiyet El-Janzeer,"$1,250,000 ",sakiet al janzeer, Beirut,Bedroom(s): 3 | Bathroom(s): 5,370 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Shared Gym, Elevator, Storage room",https://olx.com.lb/ad/r957-gorgeous-apartment-for-sale-in-sakiyet-el-janzeer-ID114899805.html
